Round Number,Home Team,Away Team,Result,Home Goals,Away Goals
QF Game 1,Real Madrid,Liverpool,3 - 1,3.0,1.0
QF Game 1,Man. City,Dortmund,2 - 1,2.0,1.0
QF Game 1,Bayern,Paris,2 - 3,2.0,3.0
QF Game 1,Porto,Chelsea,0 - 2,0.0,2.0
QF Game 2,Chelsea,Porto,0 - 1,0.0,1.0
QF Game 2,Paris,Bayern,0 - 1,0.0,1.0
QF Game 2,Dortmund,Man. City,1 - 2,1.0,2.0
QF Game 2,Liverpool,Real Madrid,0 - 0,0.0,0.0
SF Game 1,Real Madrid,Chelsea,1 - 1,1.0,1.0
SF Game 1,Paris,Man. City,1 - 2,1.0,2.0
SF Game 2,Man. City,Paris,2 - 0,2.0,0.0
SF Game 2,Chelsea,Real Madrid,2 - 0,2.0,0.0
Final,Man. City,Chelsea,0 - 1,0.0,1.0
